# radius         dens           pres           temp        c12          ne20          ne22
4670
1.667903939861339e+08  4.162168548332646e+04  6.389396951763017e+20  2.933844117564744e+08  7.288269527004940e-01  2.096289800898469e-02  0.000000000000000e+00
1.667952762028599e+08  4.153939959403840e+04  6.375924872875070e+20  2.933620029942361e+08  7.286529077843035e-01  2.089149594049314e-02  1.221245327087672e-15
1.668007119215539e+08  4.145251844033748e+04  6.361706009704637e+20  2.933382861213960e+08  7.285405644616039e-01  2.084489733009619e-02  1.221245327087672e-15
1.668028894733951e+08  4.138848790470450e+04  6.351230317977393e+20  2.933207580614977e+08  7.285279429228366e-01  2.083965233576507e-02  1.221245327087672e-15
1.668039789504237e+08  4.136104318925970e+04  6.346740970192817e+20  2.933132369490880e+08  7.285264958672493e-01  2.083905086986893e-02  0.000000000000000e+00
1.668050688907610e+08  4.134292136163020e+04  6.343748149844330e+20  2.933082190252529e+08  7.240243663008971e-01  1.889788378771698e-02  1.221245327087672e-15
1.668072501948010e+08  4.131513364337115e+04  6.339259036629564e+20  2.933006861020334e+08  7.242013438923550e-01  1.890418949712925e-02  0.000000000000000e+00
1.668116184847490e+08  4.125977466364866e+04  6.330281279714698e+20  2.932856009339036e+08  7.244132908432046e-01  1.891203817929329e-02  0.000000000000000e+00
1.668203780935995e+08  4.114806456415489e+04  6.312327646207058e+20  2.932553528478550e+08  7.254871544756519e-01  1.894995649200437e-02  0.000000000000000e+00
1.668271333082256e+08  4.101715011368533e+04  6.291161219392306e+20  2.932195000032488e+08  7.262301688763754e-01  1.900596216540769e-02  0.000000000000000e+00
1.668339067386051e+08  4.090352573744762e+04  6.272764496717637e+20  2.931882081154281e+08  7.267734460661108e-01  1.906516976412211e-02  0.000000000000000e+00
1.668441013116270e+08  4.076124714988008e+04  6.249772326869309e+20  2.931489339155922e+08  7.275635518664038e-01  1.915574787417955e-02  2.442490654175344e-15
1.668519186384952e+08  4.061108959170747e+04  6.225442391199406e+20  2.931071062190689e+08  7.281333437968642e-01  1.922043809007676e-02  0.000000000000000e+00
1.668563363361910e+08  4.050921999615025e+04  6.208966780097740e+20  2.930786394797501e+08  7.285924819516854e-01  1.927329949551509e-02  0.000000000000000e+00
1.668643238875447e+08  4.040652906184477e+04  6.192316151452708e+20  2.930497881643701e+08  7.289046034052561e-01  1.931062641886327e-02  0.000000000000000e+00
1.668723370437412e+08  4.027355399839927e+04  6.170896899299858e+20  2.930124799359432e+08  7.297836714124498e-01  1.942467930458619e-02  1.221245327087672e-15
1.668830612093132e+08  4.011899321821424e+04  6.145912570314626e+20  2.929687310847297e+08  7.304462483314853e-01  1.950958088915195e-02  0.000000000000000e+00
1.668938314058321e+08  3.994238302437103e+04  6.117366388805784e+20  2.929183804505324e+08  7.311716338415396e-01  1.960570692014372e-02  0.000000000000000e+00
1.668992339698410e+08  3.980939685306905e+04  6.095962277356546e+20  2.928803384909582e+08  7.319935066408643e-01  1.971905488331362e-02  1.221245327087672e-15
1.669075001384405e+08  3.969813404185698e+04  6.077943103681536e+20  2.928481847052426e+08  7.322997760789278e-01  1.976346910700630e-02  0.000000000000000e+00
1.669199508017799e+08  3.952930845491729e+04  6.050735009688242e+20  2.927993311065685e+08  7.331391402954487e-01  1.988904012656008e-02  1.221245327087672e-15
1.669282857223884e+08  3.936088909756050e+04  6.023535031003276e+20  2.927500318835766e+08  7.337290635972856e-01  1.997333092035445e-02  0.000000000000000e+00
1.669378579030436e+08  3.921642396984826e+04  6.000209173283170e+20  2.927074881442047e+08  7.342029117770166e-01  2.003930013161145e-02  1.221245327087672e-15
1.669432638884070e+08  3.909562635743261e+04  5.980756466916600e+20  2.926717510701941e+08  7.347773497486492e-01  2.012358150624141e-02  0.000000000000000e+00
1.669541110773762e+08  3.896489847338012e+04  5.959736623364546e+20  2.926329768951904e+08  7.354449125166800e-01  2.021851357859573e-02  0.000000000000000e+00
1.669595522876669e+08  3.883496138969845e+04  5.938722240895182e+20  2.925938913946935e+08  7.357142862708477e-01  2.025296834920877e-02  0.000000000000000e+00
1.669650054204002e+08  3.874752625752980e+04  5.924714478413940e+20  2.925677292186748e+08  7.362847873161656e-01  2.033752997945680e-02  0.000000000000000e+00
1.669704704465868e+08  3.866067243135031e+04  5.910708545464979e+20  2.925414610740302e+08  7.365444551843552e-01  2.037328503722394e-02  0.000000000000000e+00
1.669806729547639e+08  3.853639207205009e+04  5.890675358827215e+20  2.925037302830871e+08  7.369268170229566e-01  2.043163937549319e-02  1.221245327087672e-15
1.669854074646502e+08  3.841787751414206e+04  5.871619792083358e+20  2.924675554522837e+08  7.374336304941171e-01  2.051610226085890e-02  1.221245327087672e-15
1.669949034540994e+08  3.830550190665267e+04  5.853539000867112e+20  2.924331042021475e+08  7.378375111782725e-01  2.058548613235495e-02  0.000000000000000e+00
1.669996649872544e+08  3.819332718535121e+04  5.835462321050694e+20  2.923984026265321e+08  7.381297830808307e-01  2.063529747870162e-02  0.000000000000000e+00
1.670044356071482e+08  3.811840342322695e+04  5.823412575255392e+20  2.923751835311517e+08  7.383751333417716e-01  2.069054682301999e-02  0.000000000000000e+00
1.670140042054563e+08  3.800615196351154e+04  5.805340021324529e+20  2.923402264601490e+08  7.386134230950034e-01  2.074658962729679e-02  0.000000000000000e+00
1.670212404624384e+08  3.787546223732006e+04  5.784215325747309e+20  2.922990502047721e+08  7.386594119766099e-01  2.076046568073962e-02  0.000000000000000e+00
1.670314196208123e+08  3.774050164138901e+04  5.762412753008070e+20  2.922563019002901e+08  7.385673267138372e-01  2.076067958784072e-02  1.221245327087672e-15
1.670372738338659e+08  3.761666034370239e+04  5.742397481640043e+20  2.922167279293782e+08  7.385252251867167e-01  2.076105553262077e-02  0.000000000000000e+00
1.670436424474172e+08  3.752243117330808e+04  5.727191430432650e+20  2.921865162589432e+08  7.384861765589782e-01  2.076155055951033e-02  0.000000000000000e+00
1.670554889429940e+08  3.738216501646580e+04  5.704613862225475e+20  2.921414195570108e+08  7.386464324112383e-01  2.083535941801689e-02  0.000000000000000e+00
1.670642419451890e+08  3.722535106268369e+04  5.679164672274888e+20  2.920900757961851e+08  7.373027874885989e-01  2.088251540038352e-02  1.221245327087672e-15
1.670791124174992e+08  3.704628505103982e+04  5.650139710008991e+20  2.920310736284879e+08  7.370646704168686e-01  2.087504452621437e-02  1.221245327087672e-15
1.670899159987735e+08  3.685227629571814e+04  5.618728594650224e+20  2.919663887882780e+08  7.370574481645865e-01  2.087481430254116e-02  0.000000000000000e+00
1.671044053936895e+08  3.666241678006336e+04  5.587971381709836e+20  2.919024466271151e+08  7.361888447217256e-01  2.083785219258452e-02  0.000000000000000e+00
1.671142224093655e+08  3.648027491153716e+04  5.558544856560018e+20  2.918404751657891e+08  7.357256645184747e-01  2.084041760200670e-02  0.000000000000000e+00
1.671248028650537e+08  3.632790361831850e+04  5.533979391543000e+20  2.917882809124498e+08  7.351692310690183e-01  2.083661070090392e-02  0.000000000000000e+00
1.671360830220322e+08  3.616449784133487e+04  5.507769160577787e+20  2.917320524052956e+08  7.352833338411676e-01  2.079731966117894e-02  0.000000000000000e+00
1.671474142075179e+08  3.599676554479809e+04  5.480784604801816e+20  2.916735606173514e+08  7.353093764541192e-01  2.074472379449101e-02  1.221245327087672e-15
1.671603565404098e+08  3.581753438152942e+04  5.451963941667194e+20  2.916104310467511e+08  7.353357313553230e-01  2.068123632719017e-02  0.000000000000000e+00
1.671679751210575e+08  3.566621876012150e+04  5.427651153981281e+20  2.915565298106144e+08  7.353639171655557e-01  2.062013861836347e-02  0.000000000000000e+00
1.671756169781923e+08  3.555433646775446e+04  5.409683445765082e+20  2.915164102143537e+08  7.353833703274900e-01  2.057390033124137e-02  0.000000000000000e+00
1.671938242414762e+08  3.536545445007660e+04  5.379410880559800e+20  2.914483277702888e+08  7.356260735974248e-01  2.048685819494875e-02  0.000000000000000e+00
1.672029780146419e+08  3.516597809978978e+04  5.347489256669065e+20  2.913752893094612e+08  7.360135807097281e-01  2.038531064107479e-02  0.000000000000000e+00
1.672121656435410e+08  3.503255094800540e+04  5.326212833073724e+20  2.913261821319100e+08  7.365229544939582e-01  2.031162004121654e-02  1.221245327087672e-15
1.672218688005174e+08  3.489464457546655e+04  5.304387247228382e+20  2.912753652530263e+08  7.377317259991163e-01  2.023478853677123e-02  1.221245327087672e-15
1.672316098134851e+08  3.475499387308500e+04  5.282013017084406e+20  2.912227881823058e+08  7.376689389729937e-01  2.014116363332268e-02  0.000000000000000e+00
1.672413889483835e+08  3.461546799933355e+04  5.259643998592870e+20  2.911697302956927e+08  7.374760359500381e-01  1.990295616770124e-02  0.000000000000000e+00
1.672512064545570e+08  3.447613501428263e+04  5.237280210627740e+20  2.911161835553331e+08  7.374199387734131e-01  1.978770455367316e-02  0.000000000000000e+00
1.672589093140771e+08  3.435227518113715e+04  5.217360232893041e+20  2.910680352554402e+08  7.374636158271000e-01  1.978663078967390e-02  0.000000000000000e+00
1.672743868305674e+08  3.418818265234660e+04  5.191142936627688e+20  2.910041930932817e+08  7.372280470175603e-01  1.938163327218337e-02  0.000000000000000e+00
1.672869592535346e+08  3.399057618017555e+04  5.159558542866434e+20  2.909261210472556e+08  7.369505655924327e-01  1.904533788543028e-02  0.000000000000000e+00
1.672995951273200e+08  3.381479719717740e+04  5.131341699360101e+20  2.908555193895543e+08  7.369378540353680e-01  1.899956894416327e-02  1.221245327087672e-15
1.673083577478495e+08  3.366536809407657e+04  5.107498679200749e+20  2.907951280731411e+08  7.372102654002610e-01  1.895469426840242e-02  0.000000000000000e+00
1.673171513192894e+08  3.354335542688753e+04  5.088025039651573e+20  2.907453848355234e+08  7.373599950391114e-01  1.895278523750055e-02  0.000000000000000e+00
1.673331756280685e+08  3.337134025554235e+04  5.060639180836790e+20  2.906748345859117e+08  7.376324711580124e-01  1.895386345350175e-02  0.000000000000000e+00
1.673412265886916e+08  3.320570999761144e+04  5.034172691339477e+20  2.906055898228922e+08  7.376776611538867e-01  1.897124161972989e-02  0.000000000000000e+00
1.673565243974733e+08  3.304603931976078e+04  5.008670526288793e+20  2.905383476609153e+08  7.377319342845970e-01  1.898863309765652e-02  0.000000000000000e+00
1.673637661682381e+08  3.289241674450932e+04  4.984136564553266e+20  2.904726953624161e+08  7.377926002721099e-01  1.900546806483937e-02  0.000000000000000e+00
1.673673952189194e+08  3.281627779173836e+04  4.972351064252857e+20  2.904409374849966e+08  7.389655040861226e-01  1.916029097811980e-02  0.000000000000000e+00
1.673710295718951e+08  3.276697884353995e+04  4.964494745370718e+20  2.904196939234281e+08  7.390248236389290e-01  1.923439656851757e-02  1.221245327087672e-15
1.673783142996961e+08  3.269277906132318e+04  4.952711290406238e+20  2.903877200385765e+08  7.390996390855005e-01  1.931794298431450e-02  0.000000000000000e+00
1.673929480315553e+08  3.254491935681131e+04  4.929148482269846e+20  2.903233345933692e+08  7.393523917881113e-01  1.948520695266679e-02  0.000000000000000e+00
1.674076681969604e+08  3.234814976626942e+04  4.897742387531610e+20  2.902363010026184e+08  7.393897092014967e-01  1.959005903118559e-02  0.000000000000000e+00
1.674196825551098e+08  3.216994522227605e+04  4.869301343885331e+20  2.901563594307166e+08  7.394121634292781e-01  1.967449084149361e-02  0.000000000000000e+00
1.674257116105477e+08  3.204976259582761e+04  4.850191552830367e+20  2.901020205491610e+08  7.393796064413480e-01  1.975158445860723e-02  0.000000000000000e+00
1.674317552823569e+08  3.196994619417493e+04  4.837453526786560e+20  2.900655883790106e+08  7.393859703992073e-01  1.983802494654532e-02  0.000000000000000e+00
1.674345712593256e+08  3.191036437692028e+04  4.828123668778168e+20  2.900387477383536e+08  7.399501013054434e-01  1.994537195898389e-02  0.000000000000000e+00
1.674373904575824e+08  3.187283004087676e+04  4.822200538449120e+20  2.900216613776557e+08  7.401627354210332e-01  2.000106064311469e-02  0.000000000000000e+00
1.674430385441824e+08  3.181653873105962e+04  4.813316441219023e+20  2.899959635001973e+08  7.404790904712152e-01  2.008266671281043e-02  1.221245327087672e-15
1.674486996001608e+08  3.174150370461452e+04  4.801472576153168e+20  2.899615156274055e+08  7.408983956307900e-01  2.018950532882971e-02  1.221245327087672e-15
1.674543736813914e+08  3.166649517673125e+04  4.789630312341655e+20  2.899268807866999e+08  7.413124899788771e-01  2.029258418075338e-02  0.000000000000000e+00
1.674649046781716e+08  3.155963493351479e+04  4.772757973176053e+20  2.898772564464421e+08  7.418960441879429e-01  2.043467397322802e-02  1.221245327087672e-15
1.674693290855973e+08  3.146125982762739e+04  4.757222516117448e+20  2.898310816498071e+08  7.424079772537054e-01  2.054808937628273e-02  0.000000000000000e+00
1.674737613883448e+08  3.140355661197073e+04  4.748051081992984e+20  2.898037014655657e+08  7.425680103261203e-01  2.057715871464139e-02  0.000000000000000e+00
1.674808051241238e+08  3.132854324614703e+04  4.736195990249840e+20  2.897681532904122e+08  7.429267031236249e-01  2.064967872703465e-02  0.000000000000000e+00
1.674878691751688e+08  3.123581527789717e+04  4.721658715605357e+20  2.897242587676290e+08  7.436882194219916e-01  2.081837518666876e-02  0.000000000000000e+00
1.675020579939167e+08  3.109820494095867e+04  4.699856481601270e+20  2.896579714446456e+08  7.440002192768435e-01  2.094012899457571e-02  0.000000000000000e+00
1.675158536447057e+08  3.091929455953579e+04  4.671278230851167e+20  2.895698698298558e+08  7.434537304042154e-01  2.096244439696386e-02  0.000000000000000e+00
1.675424041434401e+08  3.066345567612611e+04  4.630423757873847e+20  2.894422208877564e+08  7.420626753783971e-01  2.080011044377910e-02  0.000000000000000e+00
1.675672119577060e+08  3.034128505314741e+04  4.578850330147867e+20  2.892768762669117e+08  7.412019648292071e-01  2.066947504783688e-02  0.000000000000000e+00
1.675863891634977e+08  3.006824830730814e+04  4.535108516759313e+20  2.891332555874918e+08  7.395929532126994e-01  2.031920772996309e-02  0.000000000000000e+00
1.676057143635852e+08  2.983112829680711e+04  4.497172255170306e+20  2.890063866747323e+08  7.384089383872469e-01  2.000342865869120e-02  0.000000000000000e+00
1.676206350449095e+08  2.962195053412066e+04  4.463674302018505e+20  2.888922695018066e+08  7.371776062020687e-01  1.964616405087362e-02  3.663735981263017e-15
1.676356457004232e+08  2.943913863558431e+04  4.434607516812264e+20  2.887918250096973e+08  7.371633841075005e-01  1.953113209374596e-02  0.000000000000000e+00
1.676487959690345e+08  2.926526799827510e+04  4.407424775427816e+20  2.886965383788000e+08  7.386193221649218e-01  1.944134825150433e-02  0.000000000000000e+00
1.676620161217473e+08  2.910598792987466e+04  4.382123608698482e+20  2.886067333179023e+08  7.385902192860269e-01  1.932099031509902e-02  1.221245327087672e-15
1.676735926765279e+08  2.895696966548826e+04  4.358457779132486e+20  2.885216679872100e+08  7.384341339448167e-01  1.918481135469390e-02  0.000000000000000e+00
1.676852231029223e+08  2.881885331072701e+04  4.336425393693006e+20  2.884415944588845e+08  7.384569947938697e-01  1.916531330617342e-02  0.000000000000000e+00
1.676913993401978e+08  2.871039851638858e+04  4.319585216058125e+20  2.883797091361647e+08  7.395638516268584e-01  1.916909761583899e-02  1.221245327087672e-15
1.676944933001103e+08  2.865461029514743e+04  4.310845942885370e+20  2.883474046239861e+08  7.399606472804774e-01  1.917798609145494e-02  0.000000000000000e+00
1.676975911664874e+08  2.861741965864872e+04  4.305020190663293e+20  2.883258064616596e+08  7.402311229316795e-01  1.918396999303911e-02  0.000000000000000e+00
1.677006929421770e+08  2.858029517786905e+04  4.299194868837758e+20  2.883041462141347e+08  7.404874348929753e-01  1.919958961286188e-02  0.000000000000000e+00
1.677037986558423e+08  2.854299945504065e+04  4.293369977911997e+20  2.882824236384723e+08  7.408041001360197e-01  1.921187033115619e-02  0.000000000000000e+00
1.677100219845667e+08  2.848682957394201e+04  4.284633288633767e+20  2.882497459938263e+08  7.413626566141482e-01  1.923010607628504e-02  0.000000000000000e+00
1.677138557427814e+08  2.842593067544958e+04  4.275229637842422e+20  2.882143657041573e+08  7.421457169271442e-01  1.928517984370849e-02  0.000000000000000e+00
1.677176955406695e+08  2.837992060603263e+04  4.268070181168782e+20  2.881873310456954e+08  7.425976006509115e-01  1.931567850342036e-02  0.000000000000000e+00
1.677253932360424e+08  2.831124325404785e+04  4.257331979442914e+20  2.881466349619122e+08  7.431373663921151e-01  1.935954218776635e-02  1.221245327087672e-15
1.677408609630813e+08  2.817495141113002e+04  4.235859517722820e+20  2.880646610833837e+08  7.437828167480955e-01  1.940774232420080e-02  0.000000000000000e+00
1.677486314241676e+08  2.803836749112993e+04  4.214394973782760e+20  2.879815037859623e+08  7.445540947711783e-01  1.947412676894974e-02  0.000000000000000e+00
1.677564265380359e+08  2.794710015182857e+04  4.200087928654492e+20  2.879256652616147e+08  7.451450489599385e-01  1.953001404795388e-02  0.000000000000000e+00
1.677603334000538e+08  2.787859298694890e+04  4.189359638778866e+20  2.878834832350478e+08  7.456132018886518e-01  1.957664038329163e-02  0.000000000000000e+00
1.677642465304901e+08  2.783263702281957e+04  4.182208111656028e+20  2.878552601781235e+08  7.460315363074369e-01  1.962137434269729e-02  1.221245327087672e-15
1.677681660128030e+08  2.778623439542122e+04  4.175057251651979e+20  2.878269351500956e+08  7.466186919284814e-01  1.968784782332177e-02  0.000000000000000e+00
1.677720918186884e+08  2.774017991027501e+04  4.167907059772133e+20  2.877985077859094e+08  7.470760247243509e-01  1.973890155014165e-02  0.000000000000000e+00
1.677787568862011e+08  2.767841154885668e+04  4.158276351014374e+20  2.877600762593465e+08  7.475898199214250e-01  1.979629237909492e-02  0.000000000000000e+00
1.677854401364452e+08  2.760091251058701e+04  4.146166380449748e+20  2.877114459521656e+08  7.481613942316012e-01  1.986011094286769e-02  0.000000000000000e+00
1.677887885899640e+08  2.754298001643338e+04  4.137085349322274e+20  2.876747481279467e+08  7.485224703873330e-01  1.990198518409471e-02  0.000000000000000e+00
1.677921416233190e+08  2.750426110274729e+04  4.131031811749261e+20  2.876502074239162e+08  7.487951021164645e-01  1.993413618580300e-02  0.000000000000000e+00
1.677999833006823e+08  2.743953178168527e+04  4.120943388779670e+20  2.876091800351586e+08  7.493155914598273e-01  1.999710982868701e-02  0.000000000000000e+00
1.678078501650273e+08  2.734911948057722e+04  4.106822236195933e+20  2.875513269227058e+08  7.499804912330034e-01  2.007477448463842e-02  0.000000000000000e+00
1.678191330179040e+08  2.723820502303696e+04  4.089678337084548e+20  2.874805693356425e+08  7.511808512639907e-01  2.021308153158929e-02  0.000000000000000e+00
1.678304669649452e+08  2.711175937031340e+04  4.069514466778171e+20  2.873964630841197e+08  7.512127124721979e-01  2.021275353499520e-02  3.663735981263017e-15
1.678441361515578e+08  2.697197530535321e+04  4.047340199480989e+20  2.873029808716458e+08  7.506481929202512e-01  2.017992013504438e-02  0.000000000000000e+00
1.678498541018355e+08  2.686294639011115e+04  4.030211118668547e+20  2.872298374113854e+08  7.510939196085822e-01  2.022665815929787e-02  0.000000000000000e+00
1.678555854383759e+08  2.679837655787175e+04  4.020136561492147e+20  2.871865881329520e+08  7.515656746482671e-01  2.026964298359392e-02  0.000000000000000e+00
1.678642079093878e+08  2.671694364741784e+04  4.007545084637514e+20  2.871322461462292e+08  7.524956806469877e-01  2.035433117761722e-02  1.221245327087672e-15
1.678728609120209e+08  2.661993476469965e+04  3.992438416228221e+20  2.870665285512433e+08  7.533349850284083e-01  2.041900006953806e-02  0.000000000000000e+00
1.678863970162919e+08  2.649645785915828e+04  3.973126451130553e+20  2.869818455012509e+08  7.542080961373329e-01  2.046959238308660e-02  0.000000000000000e+00
1.679070716729987e+08  2.630736985522044e+04  3.943538183064789e+20  2.868504809898165e+08  7.554705875734458e-01  2.051906597230009e-02  0.000000000000000e+00
1.679491798021928e+08  2.596648268907633e+04  3.889871726238610e+20  2.866076860480893e+08  7.560286871924882e-01  2.031308699680674e-02  0.000000000000000e+00
1.679822472833540e+08  2.556522672766318e+04  3.826366869354934e+20  2.863092657292113e+08  7.554940673796994e-01  1.993893108433629e-02  0.000000000000000e+00
1.680094093509643e+08  2.525160805777348e+04  3.776228950816390e+20  2.860666541545749e+08  7.534552961748235e-01  1.952536390046962e-02  0.000000000000000e+00
1.680246230273048e+08  2.503028516310614e+04  3.741315061849520e+20  2.858936012870552e+08  7.538763815304319e-01  1.949221616558354e-02  0.000000000000000e+00
1.680399310229717e+08  2.487154418933926e+04  3.716391866784718e+20  2.857683867977217e+08  7.545364772392303e-01  1.951861893009968e-02  0.000000000000000e+00
1.680498415180606e+08  2.474046422474773e+04  3.695911328943292e+20  2.856641045186329e+08  7.553886896747950e-01  1.957920155355994e-02  0.000000000000000e+00
1.680597921456280e+08  2.463776995074911e+04  3.679868153554430e+20  2.855817127167937e+08  7.560182626908504e-01  1.961618730600851e-02  0.000000000000000e+00
1.680647827104891e+08  2.456029374628626e+04  3.667838621084022e+20  2.855194026011949e+08  7.566455243801782e-01  1.965145774913428e-02  0.000000000000000e+00
1.680697835030975e+08  2.450860534856908e+04  3.659819885161253e+20  2.854776897334225e+08  7.570820870001139e-01  1.967476228478027e-02  0.000000000000000e+00
1.680747946043162e+08  2.445673042957188e+04  3.651802103439061e+20  2.854358035022706e+08  7.575926387313320e-01  1.970026220220063e-02  1.221245327087672e-15
1.680798161138556e+08  2.440458101831839e+04  3.643785277741623e+20  2.853937434218505e+08  7.582313690886937e-01  1.979417457077740e-02  3.663735981263017e-15
1.680833023022035e+08  2.436046904752630e+04  3.636999720314461e+20  2.853579912786499e+08  7.587318969958173e-01  1.985141647340012e-02  0.000000000000000e+00
1.680867934667094e+08  2.432473689270944e+04  3.631444934098146e+20  2.853286373632376e+08  7.590000014395472e-01  1.987469584598954e-02  0.000000000000000e+00
1.680937909216694e+08  2.427064114418141e+04  3.623113446900426e+20  2.852844799148300e+08  7.595208167134130e-01  1.991614598428601e-02  0.000000000000000e+00
1.681078458149221e+08  2.416403263307261e+04  3.606453246576620e+20  2.851956562863992e+08  7.600570871933172e-01  1.995779465689635e-02  0.000000000000000e+00
1.681361991080210e+08  2.395046206005782e+04  3.573143986287266e+20  2.850159496772674e+08  7.610577526670597e-01  2.003179401365427e-02  0.000000000000000e+00
1.681546463436135e+08  2.371746500313606e+04  3.536651211644903e+20  2.848143101327165e+08  7.617984273712108e-01  2.010649028912918e-02  0.000000000000000e+00
1.681732325180205e+08  2.353498403584550e+04  3.508060611165813e+20  2.846538675979486e+08  7.624988029906831e-01  2.019174873534310e-02  0.000000000000000e+00
1.681839050731342e+08  2.339065538177925e+04  3.485615506030058e+20  2.845259331516144e+08  7.633975970841158e-01  2.031549505663518e-02  1.221245327087672e-15
1.681946245620849e+08  2.328528060560796e+04  3.469307400464058e+20  2.844321444987469e+08  7.642186230269749e-01  2.043613149609848e-02  1.221245327087672e-15
1.682000020584043e+08  2.320619168535611e+04  3.457079438672547e+20  2.843611875142936e+08  7.648690256430308e-01  2.053487773513069e-02  0.000000000000000e+00
1.682053914991442e+08  2.315327850073521e+04  3.448928506464757e+20  2.843136758226943e+08  7.653692154868731e-01  2.061303530931395e-02  0.000000000000000e+00
1.682107929463784e+08  2.310033071080846e+04  3.440778618725390e+20  2.842659558945940e+08  7.658851886128933e-01  2.069457340152498e-02  1.221245327087672e-15
1.682216320364849e+08  2.302096762253655e+04  3.428555357057201e+20  2.841940617298003e+08  7.666331573327437e-01  2.081331285008216e-02  0.000000000000000e+00
1.682325195426271e+08  2.291563501710024e+04  3.412261874359219e+20  2.840973566807440e+08  7.674907837671829e-01  2.095082546910707e-02  3.663735981263017e-15
1.682415323540615e+08  2.282087199370034e+04  3.397402101079336e+20  2.840083557081006e+08  7.678720216412919e-01  2.100841810030529e-02  0.000000000000000e+00
1.682522162919523e+08  2.272713607317036e+04  3.382761626065114e+20  2.839200054426962e+08  7.683493458305364e-01  2.107979433075633e-02  3.663735981263017e-15
1.682593656450367e+08  2.263977102269079e+04  3.369553692198777e+20  2.838395872471431e+08  7.696434936696246e-01  2.128524708107261e-02  0.000000000000000e+00
1.682665357627912e+08  2.257228515422277e+04  3.358989140628019e+20  2.837748802573967e+08  7.699543236701691e-01  2.133204421131362e-02  1.221245327087672e-15
1.682833285013790e+08  2.245883475476301e+04  3.341398961660368e+20  2.836664969277706e+08  7.707806608743875e-01  2.145329249567032e-02  3.663735981263017e-15
1.683002382888869e+08  2.229890923095745e+04  3.316791178480722e+20  2.835127445894473e+08  7.723424256860854e-01  2.167420414433460e-02  0.000000000000000e+00
1.683115765605718e+08  2.216719582240205e+04  3.296292931722588e+20  2.833828631172096e+08  7.731773993083474e-01  2.177908656138937e-02  0.000000000000000e+00
1.683169435289731e+08  2.208855867599988e+04  3.284229131935279e+20  2.833057046733407e+08  7.740412381090408e-01  2.188606505745235e-02  0.000000000000000e+00
1.683223223233159e+08  2.203858721706001e+04  3.276496698184829e+20  2.832560298367390e+08  7.744505295531386e-01  2.193310027020617e-02  0.000000000000000e+00
1.683331158455510e+08  2.196310656152024e+04  3.264899529864244e+20  2.831811964241948e+08  7.752362250488967e-01  2.201988334386859e-02  0.000000000000000e+00
1.683385310769811e+08  2.188608711109783e+04  3.253305335344031e+20  2.831057169068288e+08  7.765322408295854e-01  2.214091892866199e-02  0.000000000000000e+00
1.683439580723494e+08  2.183723876007832e+04  3.245576866751853e+20  2.830551802003965e+08  7.765746160409324e-01  2.214419852809284e-02  0.000000000000000e+00
1.683548474956288e+08  2.176407414443630e+04  3.233985658494298e+20  2.829790465148673e+08  7.766395003845652e-01  2.214862351281636e-02  1.221245327087672e-15
1.683627389901889e+08  2.167722545997058e+04  3.220683303585025e+20  2.828908910887538e+08  7.776258907345717e-01  2.222581181043345e-02  0.000000000000000e+00
1.683785991578656e+08  2.156869702613819e+04  3.203955794986288e+20  2.827793220026757e+08  7.786526519851660e-01  2.228293818885883e-02  0.000000000000000e+00
1.683865686981509e+08  2.145887523181201e+04  3.187234587248878e+20  2.826663500584790e+08  7.801342343373693e-01  2.234789476529840e-02  1.221245327087672e-15
1.683930180392643e+08  2.139427760715587e+04  3.177165411331612e+20  2.825978812247001e+08  7.805051447553759e-01  2.235160711577550e-02  0.000000000000000e+00
1.684059677982188e+08  2.130743905043834e+04  3.163677992522813e+20  2.825056900502214e+08  7.811035530512211e-01  2.237245705758703e-02  1.221245327087672e-15
1.684124685864141e+08  2.122006778775684e+04  3.150194721275751e+20  2.824125616719910e+08  7.818939650842134e-01  2.238539335924333e-02  0.000000000000000e+00
1.684255231347606e+08  2.113150845421900e+04  3.136713531508418e+20  2.823189616107211e+08  7.830652220597412e-01  2.238676087641337e-02  0.000000000000000e+00
1.684386484196665e+08  2.101435697580421e+04  3.118744183431316e+20  2.821928951882676e+08  7.842986110697172e-01  2.238819550244601e-02  1.221245327087672e-15
1.684472137876577e+08  2.091965886299088e+04  3.103926532379760e+20  2.820878509973497e+08  7.847302159803821e-01  2.238734360979152e-02  0.000000000000000e+00
1.684558102744216e+08  2.084180741026507e+04  3.092257352220977e+20  2.820045651696525e+08  7.860518107899104e-01  2.237983734790778e-02  1.221245327087672e-15
1.684765226734112e+08  2.071649442281513e+04  3.072451020423907e+20  2.818622440223225e+08  7.859518529320566e-01  2.222162742239687e-02  0.000000000000000e+00
1.684974090885627e+08  2.053882206303316e+04  3.044518893998001e+20  2.816582395253235e+08  7.858754750912466e-01  2.192440108495006e-02  0.000000000000000e+00
1.685192682564365e+08  2.035617736463307e+04  3.016076728964775e+20  2.814471009170671e+08  7.865859923213071e-01  2.185640347994983e-02  0.000000000000000e+00
1.685292910489571e+08  2.021860126100296e+04  2.995007563497908e+20  2.812880323485289e+08  7.879151189311142e-01  2.196872812900274e-02  0.000000000000000e+00
1.685416972622311e+08  2.012201748431851e+04  2.980293693094161e+20  2.811760871208281e+08  7.889170301804513e-01  2.211410648770556e-02  0.000000000000000e+00
