# radius         dens           pres           temp        c12          ne20          ne22
4670
6.725296680697192e+07  5.777656730820018e+08  2.293636100852483e+26  2.799291252843053e+08  1.420342337227858e-01  2.872192412821323e-01  2.442490654175344e-15
6.731147605944806e+07  5.760854536726887e+08  2.284649238911590e+26  2.795119431310185e+08  1.420341424395088e-01  2.872195258175029e-01  2.442490654175344e-15
6.737005423167875e+07  5.744076203692329e+08  2.275684057546053e+26  2.790947564682927e+08  1.420340500805718e-01  2.872198126568367e-01  2.442490654175344e-15
6.742870162964298e+07  5.727321702406020e+08  2.266740524115822e+26  2.786775619161145e+08  1.420339566373955e-01  2.872201018182279e-01  0.000000000000000e+00
6.751167809592696e+07  5.707135577981000e+08  2.255977060808988e+26  2.781742453415363e+08  1.420338425884028e-01  2.872204534879364e-01  2.442490654175344e-15
6.759479422703411e+07  5.683545649960204e+08  2.243415119271121e+26  2.775847980080575e+08  1.420337068238433e-01  2.872208700416792e-01  0.000000000000000e+00
6.764433886423351e+07  5.664769778526307e+08  2.233429445325388e+26  2.771146126027349e+08  1.420335967551139e-01  2.872212061071323e-01  0.000000000000000e+00
6.769393349217172e+07  5.650771945473311e+08  2.225992266695856e+26  2.767637040364906e+08  1.420335138133493e-01  2.872214586204299e-01  0.000000000000000e+00
6.774357829832743e+07  5.636790853348228e+08  2.218570272326415e+26  2.764127880291127e+08  1.420334300694833e-01  2.872217128503736e-01  0.000000000000000e+00
6.779327347101992e+07  5.622826485146229e+08  2.211163443091981e+26  2.760618626310583e+08  1.420333455180241e-01  2.872219688085390e-01  0.000000000000000e+00
6.784707344350196e+07  5.608310521545044e+08  2.203470717281041e+26  2.756966371843209e+08  1.420332566767655e-01  2.872222370019359e-01  0.000000000000000e+00
6.790093278348738e+07  5.593246280007095e+08  2.195494639624664e+26  2.753171079321921e+08  1.420331634010295e-01  2.872225177399199e-01  0.000000000000000e+00
6.795485173252952e+07  5.578201536154101e+08  2.187536228702599e+26  2.749375696465833e+08  1.420330691603233e-01  2.872228005422454e-01  0.000000000000000e+00
6.800883053335983e+07  5.563176269252192e+08  2.179595460521693e+26  2.745580210422592e+08  1.420329739474170e-01  2.872230854241488e-01  0.000000000000000e+00
6.809010359076403e+07  5.544390165029532e+08  2.169677458899113e+26  2.740828955848396e+08  1.420328535361410e-01  2.872234446546814e-01  0.000000000000000e+00
6.813079130609290e+07  5.527504577017654e+08  2.160772640460914e+26  2.736548580594195e+08  1.420327433870886e-01  2.872237718529250e-01  0.000000000000000e+00
6.817151329880793e+07  5.516256515476608e+08  2.154846020295181e+26  2.733694922423204e+08  1.420326693908027e-01  2.872239911901633e-01  0.000000000000000e+00
6.822535972865121e+07  5.503215131442579e+08  2.147979688403882e+26  2.730383164786681e+08  1.420325828603933e-01  2.872242471372330e-01  0.000000000000000e+00
6.827926640110603e+07  5.488390046716406e+08  2.140181011678789e+26  2.726613252445021e+08  1.420324833670082e-01  2.872245406108421e-01  2.442490654175344e-15
6.833323356095947e+07  5.473584054437507e+08  2.132399593999230e+26  2.722843207301292e+08  1.420323828704261e-01  2.872248362289089e-01  0.000000000000000e+00
6.838726145418610e+07  5.458797136660624e+08  2.124635412211231e+26  2.719073015769078e+08  1.420322813630197e-01  2.872251340074982e-01  0.000000000000000e+00
6.845832678021419e+07  5.441712207837764e+08  2.115673606363147e+26  2.714711422758685e+08  1.420321627595272e-01  2.872254810001927e-01  0.000000000000000e+00
6.852949789915280e+07  5.422345566532539e+08  2.105526620405635e+26  2.709758329964022e+08  1.420320263053043e-01  2.872258788193052e-01  0.000000000000000e+00
6.860077537801871e+07  5.403011738345643e+08  2.095409239061701e+26  2.704804963029355e+08  1.420318880599878e-01  2.872262804652244e-01  0.000000000000000e+00
6.863645416727458e+07  5.388538186755129e+08  2.087843367529489e+26  2.701089715140305e+08  1.420317830190532e-01  2.872265845984674e-01  0.000000000000000e+00
6.867215976075292e+07  5.378895850998888e+08  2.082806831605597e+26  2.698612812501593e+08  1.420317125359995e-01  2.872267883274900e-01  0.000000000000000e+00
6.873354378421178e+07  5.365804410616136e+08  2.075973673590214e+26  2.695247336240317e+08  1.420316161478073e-01  2.872270664648342e-01  0.000000000000000e+00
6.879500744489348e+07  5.349282708850207e+08  2.067358239297625e+26  2.690993126111243e+08  1.420314929520477e-01  2.872274209377074e-01  0.000000000000000e+00
6.885655111053374e+07  5.332785107154446e+08  2.058764490125007e+26  2.686738677045582e+08  1.420313683837850e-01  2.872277783414471e-01  0.000000000000000e+00
6.891817515086477e+07  5.316311586000218e+08  2.050192393494367e+26  2.682483994095758e+08  1.420312424308793e-01  2.872281387016153e-01  0.000000000000000e+00
6.900858272640231e+07  5.296037446588773e+08  2.039655147807616e+26  2.677240393460242e+08  1.420310854903178e-01  2.872285864695251e-01  0.000000000000000e+00
6.909916471113491e+07  5.271995240376676e+08  2.027177430802278e+26  2.671007589175465e+08  1.420308959290824e-01  2.872291251305341e-01  2.442490654175344e-15
6.914334036358324e+07  5.254161934401156e+08  2.017934680969397e+26  2.666373121430048e+08  1.420307527092466e-01  2.872295304922864e-01  2.442490654175344e-15
6.918755779669647e+07  5.242491019094691e+08  2.011891639902288e+26  2.663337409918288e+08  1.420306581654466e-01  2.872297975720058e-01  0.000000000000000e+00
6.923194758433865e+07  5.230815131583716e+08  2.005850640683654e+26  2.660297081840556e+08  1.420305627414233e-01  2.872300666261296e-01  2.442490654175344e-15
6.927637967814478e+07  5.219134352046956e+08  1.999811736044772e+26  2.657252140657827e+08  1.420304664280014e-01  2.872303376741007e-01  0.000000000000000e+00
6.932956607207981e+07  5.206323173080472e+08  1.993193747955702e+26  2.653908983856907e+08  1.420303598591229e-01  2.872306370196988e-01  0.000000000000000e+00
6.938281340053107e+07  5.192387828161539e+08  1.986001372497883e+26  2.650267527428840e+08  1.420302427029911e-01  2.872309653705495e-01  0.000000000000000e+00
6.943612190583290e+07  5.178470010791326e+08  1.978824640303190e+26  2.646625857109761e+08  1.420301244526567e-01  2.872312960552678e-01  2.442490654175344e-15
6.948949183141960e+07  5.164569714485979e+08  1.971663531427824e+26  2.642983953660160e+08  1.420300050995423e-01  2.872316290919109e-01  0.000000000000000e+00
6.959311587747823e+07  5.144169235166011e+08  1.961165630493397e+26  2.637633091167617e+08  1.420298281176400e-01  2.872321218586847e-01  0.000000000000000e+00
6.964501530075715e+07  5.124041097779251e+08  1.950821793688381e+26  2.632337726116056e+08  1.420296498248944e-01  2.872326162091789e-01  2.442490654175344e-15
6.969697331790346e+07  5.110635767278445e+08  1.943940503933885e+26  2.628807258367030e+08  1.420295298947639e-01  2.872329480536475e-01  0.000000000000000e+00
6.973654005795088e+07  5.098849113365414e+08  1.937895207576407e+26  2.625698905287049e+08  1.420294233631544e-01  2.872332422225127e-01  2.442490654175344e-15
6.977614094035597e+07  5.088672943258389e+08  1.932679752174107e+26  2.623012777556782e+08  1.420293306793182e-01  2.872334977580077e-01  0.000000000000000e+00
6.981577606556699e+07  5.078506281628328e+08  1.927472719911685e+26  2.620326501915002e+08  1.420292373644748e-01  2.872337546383800e-01  0.000000000000000e+00
6.985544553436351e+07  5.068349127362473e+08  1.922274102912129e+26  2.617640087833026e+08  1.420291434148885e-01  2.872340128714926e-01  0.000000000000000e+00
6.994137506234318e+07  5.052296595656244e+08  1.914065364993316e+26  2.613391097468234e+08  1.420289938161296e-01  2.872344234401421e-01  0.000000000000000e+00
7.002746679586281e+07  5.030390058262410e+08  1.902877381188322e+26  2.607578971253677e+08  1.420287861907219e-01  2.872349914100059e-01  2.442490654175344e-15
7.007198640381105e+07  5.013817402070521e+08  1.894424504284256e+26  2.603171753217575e+08  1.420286264551549e-01  2.872354269730615e-01  0.000000000000000e+00
7.011654968477246e+07  5.002539949450946e+08  1.888677968478314e+26  2.600169971272886e+08  1.420285168418912e-01  2.872357253730129e-01  0.000000000000000e+00
7.016115678422756e+07  4.991274183111639e+08  1.882941859164622e+26  2.597167999877629e+08  1.420284064003909e-01  2.872360255371015e-01  0.000000000000000e+00
7.020580784813865e+07  4.980020109166438e+08  1.877216165501756e+26  2.594165827670538e+08  1.420282951250509e-01  2.872363274771179e-01  0.000000000000000e+00
7.026805271620865e+07  4.966571044473495e+08  1.870379587266076e+26  2.590574415178859e+08  1.420281610142671e-01  2.872366907937025e-01  2.442490654175344e-15
7.033038350047408e+07  4.950940044122258e+08  1.862441866719221e+26  2.586393588082784e+08  1.420280032667113e-01  2.872371171930719e-01  0.000000000000000e+00
7.039280059985796e+07  4.935331740541560e+08  1.854524264159944e+26  2.582212363061679e+08  1.420278438626962e-01  2.872375471193826e-01  0.000000000000000e+00
7.045530441527919e+07  4.919746139440401e+08  1.846626750553140e+26  2.578030745696147e+08  1.420276827863712e-01  2.872379806059905e-01  0.000000000000000e+00
7.049384890271136e+07  4.907172785217886e+08  1.840261842892213e+26  2.574651704839516e+08  1.420275512740377e-01  2.872383337630566e-01  0.000000000000000e+00
7.053242654044437e+07  4.897594954084846e+08  1.835417083739654e+26  2.572075499037973e+08  1.420274503684617e-01  2.872386043706841e-01  2.442490654175344e-15
7.057103742335913e+07  4.888025738239964e+08  1.830579920386843e+26  2.569499134164010e+08  1.420273488134306e-01  2.872388763606151e-01  0.000000000000000e+00
7.060968164664763e+07  4.878465137027330e+08  1.825750346097492e+26  2.566922619082256e+08  1.420272466050699e-01  2.872391497410001e-01  0.000000000000000e+00
7.067241789539714e+07  4.865943124512653e+08  1.819429700921373e+26  2.563545112050600e+08  1.420271117693088e-01  2.872395099201524e-01  0.000000000000000e+00
7.070381910950312e+07  4.854344630468969e+08  1.813580163406544e+26  2.560411059034802e+08  1.420269853584757e-01  2.872398468844946e-01  0.000000000000000e+00
7.073524245758294e+07  4.846616905879640e+08  1.809685445129483e+26  2.558321570641556e+08  1.420269006459355e-01  2.872400724607319e-01  0.000000000000000e+00
7.079610403150667e+07  4.835284019820372e+08  1.803977589226754e+26  2.555255282207799e+08  1.420267756910700e-01  2.872404048497970e-01  0.000000000000000e+00
7.085704903189149e+07  4.820364388903204e+08  1.796470211006815e+26  2.551211890166830e+08  1.420266092726339e-01  2.872408466497932e-01  0.000000000000000e+00
7.091807783517908e+07  4.805465926741378e+08  1.788981392167043e+26  2.547168065669805e+08  1.420264411762850e-01  2.872412920191408e-01  2.442490654175344e-15
7.097919081989349e+07  4.790588621677847e+08  1.781511107004440e+26  2.543123831078087e+08  1.420262713859310e-01  2.872417409917056e-01  0.000000000000000e+00
7.103069482483889e+07  4.776908941063145e+08  1.774649157248937e+26  2.539399298116602e+08  1.420261134599756e-01  2.872421577765630e-01  0.000000000000000e+00
7.108225896589638e+07  4.764419558664973e+08  1.768390130189430e+26  2.535994606178038e+08  1.420259678862754e-01  2.872425413358857e-01  0.000000000000000e+00
7.113388347231169e+07  4.751945137844524e+08  1.762144183217781e+26  2.532589595287912e+08  1.420258210801390e-01  2.872429275159062e-01  0.000000000000000e+00
7.118556857443756e+07  4.739485669007447e+08  1.755911301130400e+26  2.529184262921313e+08  1.420256730314438e-01  2.872433163379357e-01  0.000000000000000e+00
7.126649102114004e+07  4.723533978641928e+08  1.747939584729211e+26  2.524819374418668e+08  1.420254816775888e-01  2.872438180896273e-01  2.442490654175344e-15
7.134756301842973e+07  4.704115655913777e+08  1.738247830057289e+26  2.519494434088444e+08  1.420252451770756e-01  2.872444366854773e-01  0.000000000000000e+00
7.142878546318470e+07  4.684733774209676e+08  1.728587863427258e+26  2.514168679557908e+08  1.420250055420991e-01  2.872450619438416e-01  0.000000000000000e+00
7.151015925930451e+07  4.665388288320649e+08  1.718959627295240e+26  2.508842086522927e+08  1.420247627315988e-01  2.872456939511293e-01  0.000000000000000e+00
7.155630397155966e+07  4.650269230953070e+08  1.711444356670076e+26  2.504670068019353e+08  1.420245700619019e-01  2.872461942437708e-01  0.000000000000000e+00
7.160249766998434e+07  4.639347229523128e+08  1.706020519411334e+26  2.501653170890202e+08  1.420244297081998e-01  2.872465581991659e-01  0.000000000000000e+00
7.164874052176221e+07  4.628436861337547e+08  1.700606812761394e+26  2.498635994869629e+08  1.420242883043469e-01  2.872469243857982e-01  2.442490654175344e-15
7.169503269483542e+07  4.617538117237236e+08  1.695203226366796e+26  2.495618540683689e+08  1.420241458424226e-01  2.872472928203401e-01  0.000000000000000e+00
7.176997911873478e+07  4.603292031042430e+08  1.688146608137202e+26  2.491670251970643e+08  1.420239580558912e-01  2.872477778290775e-01  2.442490654175344e-15
7.184505561690232e+07  4.585720876482967e+08  1.679453238138340e+26  2.486790651838524e+08  1.420237231964802e-01  2.872483831255140e-01  0.000000000000000e+00
7.190403202311166e+07  4.570072620451387e+08  1.671720812787831e+26  2.482436564930166e+08  1.420235111210873e-01  2.872489285490710e-01  2.442490654175344e-15
7.196308924333939e+07  4.556333361732895e+08  1.664939169540498e+26  2.478608270538890e+08  1.420233229062100e-01  2.872494118131498e-01  0.000000000000000e+00
7.202222763059001e+07  4.542612693361096e+08  1.658173689350736e+26  2.474779485417746e+08  1.420231329014524e-01  2.872498988782997e-01  0.000000000000000e+00
7.208144753994888e+07  4.528910595808328e+08  1.651424351374536e+26  2.470950207386988e+08  1.420229410899341e-01  2.872503897797135e-01  2.442490654175344e-15
7.211911012702963e+07  4.517723576460783e+08  1.645919068765934e+26  2.467818878893959e+08  1.420227827669229e-01  2.872507943235737e-01  0.000000000000000e+00
7.215680584896967e+07  4.509038437056828e+08  1.641648219157298e+26  2.465385770892156e+08  1.420226590148858e-01  2.872511102115108e-01  0.000000000000000e+00
7.219453479812719e+07  4.500360772760564e+08  1.637383863279419e+26  2.462952463711478e+08  1.420225345157468e-01  2.872514276854710e-01  0.000000000000000e+00
7.223229706720887e+07  4.491690578700378e+08  1.633125995824907e+26  2.460518946246585e+08  1.420224092645856e-01  2.872517467558927e-01  0.000000000000000e+00
7.227009274927042e+07  4.483027849888468e+08  1.628874611493452e+26  2.458085228322004e+08  1.420222832566828e-01  2.872520674326837e-01  0.000000000000000e+00
7.230792193771987e+07  4.474372581494293e+08  1.624629704991513e+26  2.455651300909589e+08  1.420221564871975e-01  2.872523897260384e-01  2.442490654175344e-15
7.234578472631833e+07  4.465724768626080e+08  1.620391271032809e+26  2.453217169077785e+08  1.420220289513652e-01  2.872527136459427e-01  0.000000000000000e+00
7.238368120918183e+07  4.457084406550325e+08  1.616159304337916e+26  2.450782820006749e+08  1.420219006440810e-01  2.872530392032213e-01  0.000000000000000e+00
7.244988202240176e+07  4.445235336146979e+08  1.610360330346464e+26  2.447441693404015e+08  1.420217234929738e-01  2.872534882509765e-01  0.000000000000000e+00
7.251618619815911e+07  4.430195712073785e+08  1.603007536339505e+26  2.443193351345528e+08  1.420214958899249e-01  2.872540642018435e-01  0.000000000000000e+00
7.258259424418379e+07  4.415178710471689e+08  1.595674363703617e+26  2.438944335875695e+08  1.420212658753175e-01  2.872546452700303e-01  2.442490654175344e-15
7.264910667157692e+07  4.400184307205325e+08  1.588360784601959e+26  2.434694645795348e+08  1.420210334219111e-01  2.872552315127649e-01  0.000000000000000e+00
7.273005282056043e+07  4.383602816144676e+08  1.580283083948129e+26  2.429987602006586e+08  1.420207732611515e-01  2.872558865390299e-01  0.000000000000000e+00
7.281115471975847e+07  4.365447044420847e+08  1.571450528708948e+26  2.424822879419253e+08  1.420204841713116e-01  2.872566129404704e-01  0.000000000000000e+00
7.291151688153727e+07  4.345195080793291e+08  1.561613128203369e+26  2.419050617911152e+08  1.420201569597587e-01  2.872574334947849e-01  0.000000000000000e+00
7.301211973523603e+07  4.322867728863763e+08  1.550785902785502e+26  2.412670268016081e+08  1.420197895731094e-01  2.872583525560966e-01  0.000000000000000e+00
7.310764151999888e+07  4.301178760298755e+08  1.540286689666288e+26  2.406456520634877e+08  1.420194261289836e-01  2.872592595676868e-01  2.442490654175344e-15
7.320338243870130e+07  4.280121905672484e+08  1.530110920016299e+26  2.400409558906698e+08  1.420190671421850e-01  2.872601534358143e-01  0.000000000000000e+00
7.336283026424702e+07  4.252165361907702e+08  1.516627538232428e+26  2.392364147734207e+08  1.420185823497500e-01  2.872613578634400e-01  0.000000000000000e+00
7.351698849199095e+07  4.218045115530438e+08  1.500212775869606e+26  2.382502497381966e+08  1.420179732037884e-01  2.872628657112031e-01  2.442490654175344e-15
7.381046367800544e+07  4.169744922991188e+08  1.477054504223096e+26  2.368497246471637e+08  1.420170871404015e-01  2.872650514381869e-01  2.442490654175344e-15
7.397333498537318e+07  4.121073261904587e+08  1.453811251237700e+26  2.354262515005288e+08  1.420161445453545e-01  2.872673617593438e-01  2.442490654175344e-15
7.430704406917664e+07  4.068635656457539e+08  1.428875110992721e+26  2.338883843379505e+08  1.420151000884049e-01  2.872699129143961e-01  0.000000000000000e+00
7.448494451854151e+07  4.015313391519821e+08  1.403630846147677e+26  2.323090190859182e+08  1.420139702469145e-01  2.872726537462605e-01  0.000000000000000e+00
7.467069327881788e+07  3.977776396470982e+08  1.385928388304866e+26  2.311929829862135e+08  1.420131493838242e-01  2.872746379922382e-01  2.442490654175344e-15
7.479245227406397e+07  3.946291788008254e+08  1.371124662467876e+26  2.302521985949588e+08  1.420124370200996e-01  2.872763537407942e-01  0.000000000000000e+00
7.497858026087900e+07  3.914980167008997e+08  1.356442747982403e+26  2.293142485983178e+08  1.420117131106090e-01  2.872780932387459e-01  0.000000000000000e+00
7.515098692155397e+07  3.878813161695222e+08  1.339534406090837e+26  2.282253576937703e+08  1.420108477443042e-01  2.872801653850499e-01  0.000000000000000e+00
7.536338058793853e+07  3.840327899603863e+08  1.321601644296952e+26  2.270618700527864e+08  1.420098975846587e-01  2.872824333649645e-01  0.000000000000000e+00
7.551728944191480e+07  3.804029463248125e+08  1.304744167572753e+26  2.259580675163665e+08  1.420089652853766e-01  2.872846502247504e-01  0.000000000000000e+00
7.567300752119270e+07  3.773585049838814e+08  1.290647780973057e+26  2.250288967161186e+08  1.420081609905729e-01  2.872865575315318e-01  2.442490654175344e-15
7.587121504076040e+07  3.739052530505363e+08  1.274705605372671e+26  2.239709601362171e+08  1.420072221029279e-01  2.872887780191382e-01  0.000000000000000e+00
7.607357666122271e+07  3.700322585615498e+08  1.256885562559794e+26  2.227782183787600e+08  1.420061292136199e-01  2.872913540463299e-01  0.000000000000000e+00
7.632842197487873e+07  3.656557146377564e+08  1.236825502842652e+26  2.214237275425822e+08  1.420048466322593e-01  2.872943670602082e-01  0.000000000000000e+00
7.648862355720073e+07  3.617257107746049e+08  1.218882214559703e+26  2.201987046762305e+08  1.420036370960117e-01  2.872971967879554e-01  0.000000000000000e+00
7.675536482103972e+07  3.577205905238499e+08  1.200664900018656e+26  2.189462994256525e+08  1.420023672287629e-01  2.873001601436408e-01  0.000000000000000e+00
7.692111022176188e+07  3.537075713934497e+08  1.182481929341435e+26  2.176816911701233e+08  1.420010262678181e-01  2.873032765293920e-01  0.000000000000000e+00
7.703385215161945e+07  3.511448649599894e+08  1.170907466038393e+26  2.168708785718755e+08  1.420001419112346e-01  2.873053266308757e-01  0.000000000000000e+00
7.727331982813643e+07  3.479261124168406e+08  1.156411330242963e+26  2.158504067820025e+08  1.419990071144769e-01  2.873079528885281e-01  0.000000000000000e+00
7.743854564138798e+07  3.442633794482327e+08  1.139971930470692e+26  2.146810139222068e+08  1.419976513658842e-01  2.873110795355681e-01  0.000000000000000e+00
7.764971597367752e+07  3.408870510565085e+08  1.124871536812340e+26  2.135991119366216e+08  1.419963597502990e-01  2.873140512445707e-01  0.000000000000000e+00
7.775973605831595e+07  3.380311867817940e+08  1.112139183479871e+26  2.126784403014368e+08  1.419952179356751e-01  2.873166705214905e-01  0.000000000000000e+00
7.796732660240416e+07  3.352268786112930e+08  1.099672917766636e+26  2.117726750378475e+08  1.419940717283088e-01  2.873192958832218e-01  0.000000000000000e+00
7.826448474556375e+07  3.308140797731944e+08  1.080129316261142e+26  2.103397728734721e+08  1.419921871693051e-01  2.873236002595172e-01  0.000000000000000e+00
7.841334578596069e+07  3.269617899697076e+08  1.063141531896227e+26  2.090779981321942e+08  1.419904078331772e-01  2.873276483234786e-01  0.000000000000000e+00
7.863582174221782e+07  3.237837247649887e+08  1.049178873611633e+26  2.080341528939004e+08  1.419888064664728e-01  2.873312844999156e-01  0.000000000000000e+00
7.872839680624509e+07  3.211112186661896e+08  1.037473789202084e+26  2.071505410588206e+08  1.419877121819988e-01  2.873337754764198e-01  2.442490654175344e-15
7.882120609341539e+07  3.195474938430688e+08  1.030640481405555e+26  2.066326085400719e+08  1.419871445426433e-01  2.873350700160519e-01  0.000000000000000e+00
7.889540612546234e+07  3.181448242421814e+08  1.024520723899401e+26  2.061668772562447e+08  1.419867070368536e-01  2.873360706770138e-01  0.000000000000000e+00
7.896975706086825e+07  3.169018628732527e+08  1.019105489840643e+26  2.057534263048120e+08  1.419863747437533e-01  2.873368336236911e-01  0.000000000000000e+00
7.900729122489184e+07  3.159687291650154e+08  1.015044909466333e+26  2.054423963874119e+08  1.419861709578893e-01  2.873373048204267e-01  0.000000000000000e+00
7.904486405270359e+07  3.153436671826263e+08  1.012327259526266e+26  2.052338909681259e+08  1.419860511956872e-01  2.873375834988697e-01  0.000000000000000e+00
7.906562919888717e+07  3.148589643371931e+08  1.010221154951398e+26  2.050720406166431e+08  1.419859718257440e-01  2.873377702127524e-01  0.000000000000000e+00
7.908640618752225e+07  3.145142079047235e+08  1.008723824977943e+26  2.049568696035806e+08  1.419859205202154e-01  2.873378921461033e-01  0.000000000000000e+00
7.909830006732880e+07  3.142433229195979e+08  1.007547730207988e+26  2.048663255807123e+08  1.419858832727132e-01  2.873379821824184e-01  0.000000000000000e+00
7.911019783403341e+07  3.140461874772194e+08  1.006692053743302e+26  2.048004156085058e+08  1.419858596324550e-01  2.873380416222415e-01  2.442490654175344e-15
7.911875971112664e+07  3.138767531600860e+08  1.005956762521040e+26  2.047437495619860e+08  1.419857046425732e-01  2.873384548882992e-01  0.000000000000000e+00
7.912732050006123e+07  3.138487202672953e+08  1.005341664806075e+26  2.046964212803103e+08  1.104662920036855e-01  3.775811025313811e-01  2.442490654175344e-15
7.913174952448276e+07  3.137242161318967e+08  1.004875198375540e+26  2.046605342334047e+08  1.269183354447464e-01  3.859921722047328e-01  0.000000000000000e+00
7.913617784304611e+07  3.137391033597949e+08  1.004557202095740e+26  1.876629870492871e+08  1.271928866757693e-01  3.858708131473262e-01  0.000000000000000e+00
7.914115023791213e+07  3.134157883745626e+08  1.004219895720272e+26  1.875157306365188e+08  2.411405629377692e-01  2.615105635068447e-01  2.442490654175344e-15
7.914384261483005e+07  3.131069189150061e+08  1.003945133905113e+26  1.874022064811084e+08  3.658813872655284e-01  1.275989198135297e-01  0.000000000000000e+00
7.914653591290899e+07  3.129785314958332e+08  1.003752236317299e+26  1.873513301996588e+08  4.111997396940972e-01  7.923457205171644e-02  1.221245327087672e-15
7.915185316459090e+07  3.128251011012197e+08  1.003465477453103e+26  1.872965458245900e+08  4.606187031989202e-01  2.484848635758345e-02  0.000000000000000e+00
7.916075426501055e+07  3.127129442139475e+08  1.002956723118373e+26  1.872742814228791e+08  4.556730127112643e-01  1.980762872422861e-02  1.221245327087672e-15
7.917425796637864e+07  3.125309362997746e+08  1.002155521860779e+26  1.872547854767730e+08  4.531134003433577e-01  1.858407177902126e-02  0.000000000000000e+00
7.919825918221562e+07  3.122220255355598e+08  1.000815644941086e+26  1.872305273912336e+08  4.529569853358703e-01  1.855362957159211e-02  0.000000000000000e+00
7.925726758956705e+07  3.115398164690844e+08  9.978558211566993e+25  1.870163077643837e+08  4.529569853358703e-01  1.855362957159211e-02  0.000000000000000e+00
7.936208273900609e+07  3.101952818072008e+08  9.920382338060755e+25  1.869538973948886e+08  4.529569853358701e-01  1.855362957159204e-02  0.000000000000000e+00
7.954606366051787e+07  3.078377467391174e+08  9.818587779599681e+25  1.868561721107300e+08  4.529569853358554e-01  1.855362957158681e-02  1.221245327087672e-15
7.970508585267879e+07  3.050599108487311e+08  9.698988120720054e+25  1.867407912899268e+08  4.529569853358354e-01  1.855362957158130e-02  0.000000000000000e+00
7.983032005950674e+07  3.027753895532966e+08  9.600906440125528e+25  1.866431199391659e+08  4.529569853358269e-01  1.855362957157956e-02  0.000000000000000e+00
7.988730054070945e+07  3.013196007701052e+08  9.538527428255513e+25  1.865792900358705e+08  4.527623369206365e-01  1.850580590471928e-02  0.000000000000000e+00
7.992026149337670e+07  3.006032663529230e+08  9.507872892708987e+25  1.865474202992051e+08  4.526919007099994e-01  1.846446519519380e-02  0.000000000000000e+00
7.994347800693935e+07  3.001561072874798e+08  9.488771988480235e+25  1.865270245209341e+08  4.519918034091885e-01  1.657388836193713e-02  0.000000000000000e+00
7.996086911840394e+07  2.998309395409229e+08  9.474987211464000e+25  1.865109858244781e+08  4.557612578783194e-01  1.619335170330644e-02  0.000000000000000e+00
7.996891338275619e+07  2.996302847816926e+08  9.466362487225932e+25  1.865024195117095e+08  4.946423982373455e-01  4.212873754894883e-02  0.000000000000000e+00
7.998500733876941e+07  2.994388452567127e+08  9.458183972961780e+25  1.864937818200898e+08  4.946423982384353e-01  4.212873755034872e-02  0.000000000000000e+00
8.000774927423579e+07  2.991310768232486e+08  9.445039483451200e+25  1.864798039302709e+08  4.946423982457069e-01  4.212873755968900e-02  0.000000000000000e+00
8.003540521395682e+07  2.987321178263253e+08  9.428007198699190e+25  1.864615908695068e+08  4.946423983296717e-01  4.212873766754027e-02  0.000000000000000e+00
8.008517435222889e+07  2.981201326450616e+08  9.401895523093345e+25  1.864334874444209e+08  4.946425586644407e-01  4.212894361463580e-02  0.000000000000000e+00
8.014358172601381e+07  2.972670468705248e+08  9.365527268799355e+25  1.863938766734933e+08  4.946428008537402e-01  4.212925470270108e-02  0.000000000000000e+00
8.021193088598114e+07  2.962702964588384e+08  9.323079482449811e+25  1.863469795779804e+08  4.946431126155341e-01  4.212965515600509e-02  0.000000000000000e+00
8.031790819045940e+07  2.949044070991770e+08  9.264990628150160e+25  1.862816665139842e+08  4.946435709872927e-01  4.213024392870034e-02  0.000000000000000e+00
8.036858134004784e+07  2.936822728399270e+08  9.213093038103219e+25  1.862213648925356e+08  4.946438728707989e-01  4.213063169494276e-02  2.442490654175344e-15
8.038893830396804e+07  2.931296244722687e+08  9.189649025655313e+25  1.861931458296699e+08  4.946439605219337e-01  4.213074428202131e-02  0.000000000000000e+00
8.039737188338497e+07  2.929058853121145e+08  9.180161898020512e+25  1.861811054014978e+08  4.946439858783933e-01  4.213077685217027e-02  0.000000000000000e+00
8.040170289505416e+07  2.928067387535366e+08  9.175958518317649e+25  1.861753568579108e+08  4.946439948535494e-01  4.213078838067985e-02  0.000000000000000e+00
8.040483197778362e+07  2.927488097652144e+08  9.173502722239862e+25  1.861716395230377e+08  4.946439991857880e-01  4.213079394540339e-02  1.221245327087672e-15
8.040653857855076e+07  2.927112680259836e+08  9.171911187337999e+25  1.861687801303266e+08  4.946439989359203e-01  4.213079633068722e-02  0.000000000000000e+00
8.040742276639581e+07  2.926919830151055e+08  9.171058602938948e+25  1.861671208875224e+08  4.914536333084426e-01  4.154780019918482e-02  0.000000000000000e+00
8.040844788861789e+07  2.926771838086960e+08  9.170430326063351e+25  1.861621921454302e+08  4.914536329659325e-01  4.154780013704644e-02  0.000000000000000e+00
8.040917854469755e+07  2.926635752612615e+08  9.169852606386708e+25  1.861576598142280e+08  4.914536325645177e-01  4.154780006422145e-02  1.221245327087672e-15
8.040969601572043e+07  2.926539017279018e+08  9.169441944338923e+25  1.861544379820163e+08  4.914536321365143e-01  4.154779998657295e-02  0.000000000000000e+00
8.041012152935596e+07  2.926465977645305e+08  9.169131692324580e+25  1.861512342682818e+08  4.914536313630333e-01  4.154779984624758e-02  0.000000000000000e+00
